station,mae,rmse,r2,n
DL011,0.6344432877858869,1.1300771174127262,0.9443823644473299,607
DL009,1.8503249810365872,3.691648266890813,0.9856204166158935,719
DL024,2.429696883722461,4.034785412944273,0.9345082939086966,720
DL029,3.5778579882208827,5.657757873090089,0.8848851833990378,692
DL022,12.994593184530382,19.420373414578176,0.5009786755350476,720
