station,mae,rmse,r2,n
DL029,4.725165779950881,8.719331014091118,0.802556495238786,686
DL022,6.501952750915987,9.446617153630262,0.8987506114521837,718
DL009,8.359584850568703,10.383058862708554,-0.4591011182237408,719
DL024,8.548465333350952,14.617288473660969,0.3482187832697732,683
DL011,14.226965353425134,17.57574040266896,0.2523878983598645,397
